1.000000e-03 9.579621e+04
1.001420e-03 9.525830e+04
1.002843e-03 9.472446e+04
1.004267e-03 9.419464e+04
1.005693e-03 9.366872e+04
1.007122e-03 9.314654e+04
1.008552e-03 9.262786e+04
1.009985e-03 9.211242e+04
1.011419e-03 9.159994e+04
1.012856e-03 9.109016e+04
1.014294e-03 9.058289e+04
1.015735e-03 9.007798e+04
1.017178e-03 8.957534e+04
1.018623e-03 8.907494e+04
1.020069e-03 8.857676e+04
1.021518e-03 8.808077e+04
1.022969e-03 8.758693e+04
1.024422e-03 8.709517e+04
1.025877e-03 8.660541e+04
1.027334e-03 8.611754e+04
1.028793e-03 8.563148e+04
1.030255e-03 8.514715e+04
1.031718e-03 8.466452e+04
1.033183e-03 8.418362e+04
1.034651e-03 8.370446e+04
1.036120e-03 8.322711e+04
1.037592e-03 8.275161e+04
1.039066e-03 8.227804e+04
1.040541e-03 8.180647e+04
1.042019e-03 8.133699e+04
1.043499e-03 8.086975e+04
1.044981e-03 8.040487e+04
1.046466e-03 7.994248e+04
1.047952e-03 7.948269e+04
1.049440e-03 7.902557e+04
1.050931e-03 7.857117e+04
1.052424e-03 7.811953e+04
1.053918e-03 7.767071e+04
1.055415e-03 7.722480e+04
1.056914e-03 7.678191e+04
1.058416e-03 7.634215e+04
1.059919e-03 7.590561e+04
1.061424e-03 7.547236e+04
1.062932e-03 7.504244e+04
1.064442e-03 7.461586e+04
1.065954e-03 7.419263e+04
1.067468e-03 7.377272e+04
1.068984e-03 7.335610e+04
1.070502e-03 7.294272e+04
1.072022e-03 7.253256e+04
1.073545e-03 7.212559e+04
1.075070e-03 7.172181e+04
1.076597e-03 7.132119e+04
1.078126e-03 7.092370e+04
1.079657e-03 7.052928e+04
1.081191e-03 7.013782e+04
1.082726e-03 6.974918e+04
1.084264e-03 6.936316e+04
1.085804e-03 6.897953e+04
1.087346e-03 6.859805e+04
1.088891e-03 6.821847e+04
1.090437e-03 6.784056e+04
1.091986e-03 6.746418e+04
1.093537e-03 6.708921e+04
1.095090e-03 6.671564e+04
1.096646e-03 6.634348e+04
1.098203e-03 6.597283e+04
1.099763e-03 6.560379e+04
1.101325e-03 6.523648e+04
1.102890e-03 6.487100e+04
1.104456e-03 6.450744e+04
1.106025e-03 6.414583e+04
1.107596e-03 6.378615e+04
1.109169e-03 6.342833e+04
1.110744e-03 6.307227e+04
1.112322e-03 6.271785e+04
1.113902e-03 6.236494e+04
1.115484e-03 6.201342e+04
1.117068e-03 6.166323e+04
1.118655e-03 6.131433e+04
1.120244e-03 6.096679e+04
1.121835e-03 6.062074e+04
1.123428e-03 6.027634e+04
1.125024e-03 5.993376e+04
1.126622e-03 5.959313e+04
1.128222e-03 5.925454e+04
1.129824e-03 5.891803e+04
1.131429e-03 5.858358e+04
1.133036e-03 5.825117e+04
1.134645e-03 5.792080e+04
1.136257e-03 5.759246e+04
1.137871e-03 5.726619e+04
1.139487e-03 5.694199e+04
1.141105e-03 5.661988e+04
1.142726e-03 5.629985e+04
1.144349e-03 5.598187e+04
1.145975e-03 5.566591e+04
1.147602e-03 5.535194e+04
1.149232e-03 5.503993e+04
1.150865e-03 5.472981e+04
1.152499e-03 5.442152e+04
1.154136e-03 5.411499e+04
1.155775e-03 5.381017e+04
1.157417e-03 5.350702e+04
1.159061e-03 5.320551e+04
1.160707e-03 5.290560e+04
1.162356e-03 5.260730e+04
1.164007e-03 5.231059e+04
1.165660e-03 5.201550e+04
1.167316e-03 5.172204e+04
1.168974e-03 5.143023e+04
1.170634e-03 5.114003e+04
1.172297e-03 5.085141e+04
1.173962e-03 5.056430e+04
1.175629e-03 5.027864e+04
1.177299e-03 4.999440e+04
1.178971e-03 4.971156e+04
1.180645e-03 4.943015e+04
1.182322e-03 4.915022e+04
1.184002e-03 4.887185e+04
1.185683e-03 4.859509e+04
1.187367e-03 4.831999e+04
1.189054e-03 4.804658e+04
1.190743e-03 4.777486e+04
1.192434e-03 4.750482e+04
