    0.73899E-04    0.31844E+03
    0.10313E-03    0.43943E+03
    0.14394E-03    0.60631E+03
    0.20088E-03    0.83638E+03
    0.28035E-03    0.11532E+04
    0.39126E-03    0.15888E+04
    0.54604E-03    0.21857E+04
    0.76206E-03    0.29994E+04
    0.10635E-02    0.40995E+04
    0.14843E-02    0.55689E+04
    0.20715E-02    0.74949E+04
    0.28910E-02    0.99501E+04
    0.40347E-02    0.12954E+05
    0.41715E-02    0.13282E+05
    0.43129E-02    0.13615E+05
    0.44591E-02    0.13952E+05
    0.46102E-02    0.14293E+05
    0.47665E-02    0.14638E+05
    0.49280E-02    0.14987E+05
    0.50951E-02    0.15339E+05
    0.52678E-02    0.15693E+05
    0.54463E-02    0.16051E+05
    0.56309E-02    0.16411E+05
    0.58218E-02    0.16772E+05
    0.60191E-02    0.17135E+05
    0.62231E-02    0.17499E+05
    0.64341E-02    0.17863E+05
    0.66522E-02    0.18227E+05
    0.68776E-02    0.18591E+05
    0.71108E-02    0.18953E+05
    0.73518E-02    0.19314E+05
    0.76010E-02    0.19671E+05
    0.78586E-02    0.20026E+05
    0.81250E-02    0.20376E+05
    0.84004E-02    0.20722E+05
    0.86851E-02    0.21062E+05
    0.89795E-02    0.21395E+05
    0.92838E-02    0.21721E+05
    0.95985E-02    0.22039E+05
    0.99239E-02    0.22347E+05
    0.10260E-01    0.22645E+05
    0.10608E-01    0.22931E+05
    0.10968E-01    0.23205E+05
    0.11339E-01    0.23465E+05
    0.11724E-01    0.23710E+05
    0.12121E-01    0.23939E+05
    0.12532E-01    0.24150E+05
    0.12957E-01    0.24343E+05
    0.13396E-01    0.24516E+05
    0.13850E-01    0.24668E+05
    0.14319E-01    0.24797E+05
    0.14805E-01    0.24903E+05
    0.15306E-01    0.24983E+05
    0.15825E-01    0.25038E+05
    0.16362E-01    0.25065E+05
    0.16916E-01    0.25063E+05
    0.17490E-01    0.25032E+05
    0.18082E-01    0.24970E+05
    0.18695E-01    0.24877E+05
    0.19329E-01    0.24752E+05
    0.19984E-01    0.24594E+05
    0.20662E-01    0.24403E+05
    0.21362E-01    0.24179E+05
    0.22086E-01    0.23921E+05
    0.22835E-01    0.23631E+05
    0.23609E-01    0.23308E+05
    0.24409E-01    0.22953E+05
    0.25236E-01    0.22568E+05
    0.26091E-01    0.22154E+05
    0.26976E-01    0.21713E+05
    0.27890E-01    0.21247E+05
    0.28836E-01    0.20759E+05
    0.29813E-01    0.20251E+05
    0.30823E-01    0.19727E+05
    0.31868E-01    0.19191E+05
    0.32948E-01    0.18645E+05
    0.34065E-01    0.18095E+05
    0.35220E-01    0.17545E+05
    0.36414E-01    0.16998E+05
    0.37648E-01    0.16456E+05
    0.38924E-01    0.15921E+05
    0.40243E-01    0.15402E+05
    0.41607E-01    0.14903E+05
    0.43018E-01    0.14429E+05
    0.44476E-01    0.13981E+05
    0.45983E-01    0.13562E+05
    0.47542E-01    0.13173E+05
    0.49153E-01    0.12812E+05
    0.50819E-01    0.12477E+05
    0.52542E-01    0.12165E+05
    0.54323E-01    0.11874E+05
    0.56164E-01    0.11599E+05
    0.58068E-01    0.11341E+05
    0.60805E-01    0.11017E+05
    0.63542E-01    0.10690E+05
    0.66279E-01    0.10358E+05
    0.69016E-01    0.10011E+05
    0.71753E-01    0.96398E+04
    0.74490E-01    0.92433E+04
    0.77227E-01    0.88250E+04
    0.79964E-01    0.83921E+04
    0.82701E-01    0.79541E+04
    0.85438E-01    0.75211E+04
    0.88175E-01    0.71023E+04
    0.90912E-01    0.67062E+04
    0.93649E-01    0.63395E+04
    0.96386E-01    0.60074E+04
    0.99123E-01    0.57131E+04
    0.10186E+00    0.54578E+04
    0.10460E+00    0.52403E+04
    0.10733E+00    0.50575E+04
    0.11007E+00    0.49047E+04
    0.11281E+00    0.47764E+04
    0.11554E+00    0.46669E+04
    0.11828E+00    0.45703E+04
    0.12102E+00    0.44810E+04
    0.12376E+00    0.43935E+04
    0.12649E+00    0.43030E+04
    0.12923E+00    0.42055E+04
    0.13197E+00    0.40983E+04
    0.13470E+00    0.39805E+04
    0.13744E+00    0.38530E+04
    0.14018E+00    0.37179E+04
    0.14291E+00    0.35783E+04
    0.14565E+00    0.34375E+04
    0.14839E+00    0.32985E+04
    0.15113E+00    0.31640E+04
    0.15386E+00    0.30362E+04
    0.15660E+00    0.29169E+04
    0.15934E+00    0.28078E+04
    0.16207E+00    0.27099E+04
    0.16481E+00    0.26237E+04
    0.16755E+00    0.25491E+04
    0.17028E+00    0.24852E+04
    0.17302E+00    0.24305E+04
    0.17576E+00    0.23831E+04
    0.17850E+00    0.23409E+04
    0.18123E+00    0.23020E+04
    0.18397E+00    0.22646E+04
    0.18671E+00    0.22273E+04
    0.18944E+00    0.21888E+04
    0.19218E+00    0.21483E+04
    0.19492E+00    0.21049E+04
    0.19765E+00    0.20585E+04
    0.20039E+00    0.20091E+04
    0.20313E+00    0.19571E+04
